prognosis;symptoms
Drug Reaction;skin_rash,stomach_pain,burning_micturition,spotting_ urination
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Gastroenteritis;vomiting,dehydration,diarrhoea
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
Tuberculosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
AIDS;muscle_wasting,high_fever,extra_marital_contacts
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
AIDS;muscle_wasting,high_fever,extra_marital_contacts
Jaundice;itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Gastroenteritis;vomiting,dehydration,diarrhoea
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hyperthyroidism;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Allergy;shivering,chills,watering_from_eyes
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Allergy;continuous_sneezing,shivering,chills
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Pneumonia;chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Diabetes ;fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Fungal infection;skin_rash,nodal_skin_eruptions,dischromic _patches
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Hepatitis B;fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria
Fungal infection;itching,skin_rash,dischromic _patches
Chronic cholestasis;itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Fungal infection;skin_rash,nodal_skin_eruptions,dischromic _patches
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body
Hypertension ;chest_pain,dizziness,loss_of_balance,lack_of_concentration
Paralysis (brain hemorrhage);vomiting,headache,altered_sensorium
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Tuberculosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Dengue;skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Jaundice;vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Dengue;skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Heart attack;vomiting,breathlessness,sweating,chest_pain
AIDS;muscle_wasting,patches_in_throat,extra_marital_contacts
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances
Drug Reaction;itching,skin_rash,burning_micturition,spotting_ urination
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Gastroenteritis;vomiting,dehydration,diarrhoea
Osteoarthristis;itching,skin_rash,dischromic _patches
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Diabetes ;fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
Allergy;continuous_sneezing,shivering,chills
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,cough
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances
Tuberculosis;chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Fungal infection;itching,skin_rash,dischromic _patches
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Fungal infection;itching,skin_rash,dischromic _patches
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Osteoarthristis;itching,skin_rash,dischromic _patches
Hepatitis D;joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Common Cold;continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Hepatitis D;joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Pneumonia;fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Hypoglycemia;vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Cervical spondylosis;back_pain,neck_pain,dizziness,loss_of_balance
Hypertension ;headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Allergy;shivering,chills,watering_from_eyes
Heart attack;vomiting,breathlessness,chest_pain
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Drug Reaction;itching,skin_rash,burning_micturition,spotting_ urination
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Allergy;shivering,chills,watering_from_eyes
Hypertension ;chest_pain,dizziness,loss_of_balance,lack_of_concentration
Chronic cholestasis;fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Allergy;continuous_sneezing,chills,watering_from_eyes
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Drug Reaction;itching,skin_rash,stomach_pain,spotting_ urination
Chicken pox;itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
Alcoholic hepatitis;vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Jaundice;itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching
Hepatitis B;itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Hyperthyroidism;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Hypoglycemia;vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Heart attack;vomiting,sweating,chest_pain
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Dimorphic hemmorhoids(piles);constipation,pain_in_anal_region,bloody_stool,irritation_in_anus
Tuberculosis;vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Gastroenteritis;vomiting,sunken_eyes,dehydration,diarrhoea
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,loss_of_balance
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Diabetes ;fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching
Allergy;continuous_sneezing,shivering,chills
Gastroenteritis;vomiting,sunken_eyes,dehydration
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Fungal infection;skin_rash,nodal_skin_eruptions,dischromic _patches
Arthritis;muscle_weakness,stiff_neck,movement_stiffness,painful_walking
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
AIDS;patches_in_throat,high_fever,extra_marital_contacts
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Varicose veins;cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Hepatitis E;joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,mucoid_sputum
Hepatitis E;joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Typhoid;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Hypertension ;headache,chest_pain,dizziness,lack_of_concentration
Fungal infection;skin_rash,nodal_skin_eruptions,dischromic _patches
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Allergy;continuous_sneezing,chills,watering_from_eyes
Hyperthyroidism;fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Hypoglycemia;vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Chicken pox;itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Varicose veins;itching,skin_rash,nodal_skin_eruptions
Hypertension ;headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria
Hepatitis B;fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Paralysis (brain hemorrhage);vomiting,headache,altered_sensorium
Hypothyroidism;weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,loss_of_balance
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Varicose veins;fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
AIDS;muscle_wasting,patches_in_throat,high_fever
Allergy;continuous_sneezing,chills,watering_from_eyes
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Dengue;chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Drug Reaction;itching,skin_rash,stomach_pain,spotting_ urination
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
